CHANGE_DATE,MARATON_ID,CHANNEL,CURRENT
20-SEP-17 07.54.09.878000000 PM,21,0,90.7200012207031
20-SEP-17 07.54.12.860000000 PM,21,0,91.7399978637695
20-SEP-17 08.23.18.210000000 PM,21,0,90.7200012207031
20-SEP-17 08.23.21.220000000 PM,21,0,91.9499969482422
20-SEP-17 08.23.33.217000000 PM,21,4,39.3999977111816
20-SEP-17 08.23.33.217000000 PM,21,0,83.5699996948242
20-SEP-17 08.23.36.228000000 PM,21,0,91.7399978637695
20-SEP-17 08.23.36.228000000 PM,21,4,48.9799995422363
20-SEP-17 08.30.43.421000000 PM,21,1,48.7799987792969
20-SEP-17 08.35.55.236000000 PM,21,4,31.7799987792969
20-SEP-17 08.35.55.236000000 PM,21,0,83.7699966430664
20-SEP-17 08.35.58.246000000 PM,21,4,48.9799995422363
20-SEP-17 08.35.58.246000000 PM,21,0,91.7399978637695
20-SEP-17 08.40.50.234000000 PM,21,0,76.6199951171875
20-SEP-17 08.40.50.234000000 PM,21,4,31.5599994659424
20-SEP-17 08.40.53.244000000 PM,21,0,91.7399978637695
20-SEP-17 08.40.53.244000000 PM,21,4,48.9799995422363
20-SEP-17 09.11.34.680000000 PM,21,3,53.3600006103516
20-SEP-17 09.12.40.700000000 PM,21,7,9.57999992370605
20-SEP-17 09.59.53.772000000 PM,21,3,36.6199989318848
20-SEP-17 09.59.56.767000000 PM,21,3,53.4899978637695
20-SEP-17 10.03.41.767000000 PM,21,3,25.7799987792969
20-SEP-17 10.03.44.778000000 PM,21,3,53.4899978637695
20-SEP-17 10.27.10.815000000 PM,21,3,25.7799987792969
20-SEP-17 10.27.13.794000000 PM,21,3,53.4899978637695
20-SEP-17 10.30.46.595000000 PM,21,1,48.7099990844727
20-SEP-17 10.39.20.432000000 PM,21,0,90.7200012207031
20-SEP-17 10.39.23.427000000 PM,21,0,91.7399978637695
20-SEP-17 10.41.02.409000000 PM,21,4,48.5399971008301
20-SEP-17 11.05.40.659000000 PM,21,1,31.2899990081787
20-SEP-17 11.05.43.670000000 PM,21,1,48.5699996948242
20-SEP-17 11.22.00.486000000 PM,21,0,90.7200012207031
20-SEP-17 11.22.12.482000000 PM,21,0,91.7399978637695
20-SEP-17 11.33.10.510000000 PM,21,0,90.7200012207031
20-SEP-17 11.33.13.490000000 PM,21,0,91.7399978637695
20-SEP-17 11.36.40.503000000 PM,21,0,90.7200012207031
20-SEP-17 11.36.43.498000000 PM,21,0,91.7399978637695
20-SEP-17 11.49.02.522000000 PM,21,4,31.5599994659424
20-SEP-17 11.49.02.522000000 PM,21,0,76.8300018310547
20-SEP-17 11.49.05.533000000 PM,21,0,91.7399978637695
20-SEP-17 11.49.05.533000000 PM,21,4,48.9799995422363
