CHANGE_DATE,MARATON_ID,CHANNEL,CURRENT
09-NOV-17 11.00.07.845000000 AM,39,0,56.8099975585938
09-NOV-17 11.00.07.845000000 AM,39,4,56.4699974060059
09-NOV-17 11.21.21.078000000 AM,39,5,17.25
09-NOV-17 11.23.25.083000000 AM,39,1,17.4599990844727
09-NOV-17 12.30.18.381000000 PM,39,3,53.0799980163574
09-NOV-17 12.30.18.381000000 PM,39,7,41.129997253418
09-NOV-17 12.30.21.392000000 PM,39,3,54.1599998474121
09-NOV-17 12.30.21.392000000 PM,39,7,46.5599975585938
09-NOV-17 12.36.51.394000000 PM,39,3,53.0799980163574
09-NOV-17 12.36.54.389000000 PM,39,3,54.2999992370605
09-NOV-17 01.00.12.033000000 PM,39,4,56.2700004577637
09-NOV-17 01.04.00.029000000 PM,39,0,57.0200004577637
09-NOV-17 01.12.09.248000000 PM,39,1,15.960000038147
09-NOV-17 01.12.09.248000000 PM,39,5,15.5599994659424
09-NOV-17 01.12.09.451000000 PM,39,3,53.2099990844727
09-NOV-17 01.12.12.243000000 PM,39,1,17.3199996948242
09-NOV-17 01.12.12.243000000 PM,39,5,17.25
09-NOV-17 01.12.15.441000000 PM,39,3,54.439998626709
09-NOV-17 01.38.38.493000000 PM,39,3,53.3499984741211
09-NOV-17 01.39.08.492000000 PM,39,3,54.439998626709
09-NOV-17 01.45.51.302000000 PM,39,1,15.6899995803833
09-NOV-17 01.45.51.302000000 PM,39,5,15.6300001144409
09-NOV-17 01.45.51.489000000 PM,39,3,53.2099990844727
09-NOV-17 01.45.54.297000000 PM,39,1,17.3199996948242
09-NOV-17 01.45.54.297000000 PM,39,5,17.3899993896484
09-NOV-17 01.45.54.500000000 PM,39,3,54.2999992370605
09-NOV-17 01.47.42.499000000 PM,39,3,53.2099990844727
09-NOV-17 01.48.09.503000000 PM,39,3,54.439998626709
09-NOV-17 01.52.27.513000000 PM,39,3,53.2099990844727
09-NOV-17 01.52.27.513000000 PM,39,7,41.129997253418
09-NOV-17 01.52.30.508000000 PM,39,7,46.5599975585938
09-NOV-17 01.52.30.508000000 PM,39,3,54.2999992370605
09-NOV-17 02.14.29.325000000 PM,39,5,15.0899991989136
09-NOV-17 02.14.29.325000000 PM,39,1,15.0799999237061
09-NOV-17 02.14.29.544000000 PM,39,3,53.2099990844727
09-NOV-17 02.14.32.336000000 PM,39,1,17.3199996948242
09-NOV-17 02.14.32.336000000 PM,39,5,17.25
09-NOV-17 02.14.32.539000000 PM,39,3,54.2999992370605
09-NOV-17 02.15.38.543000000 PM,39,7,42.4899978637695
09-NOV-17 02.15.38.543000000 PM,39,3,41.8099975585938
09-NOV-17 02.15.41.538000000 PM,39,3,54.2999992370605
09-NOV-17 02.15.41.538000000 PM,39,7,46.5599975585938
09-NOV-17 02.24.57.354000000 PM,39,5,15.6300001144409
09-NOV-17 02.24.57.354000000 PM,39,1,15.0799999237061
09-NOV-17 02.24.57.557000000 PM,39,3,53.2099990844727
09-NOV-17 02.25.00.349000000 PM,39,1,17.5900001525879
09-NOV-17 02.25.00.349000000 PM,39,5,17.5200004577637
09-NOV-17 02.25.00.552000000 PM,39,3,54.2999992370605
09-NOV-17 02.29.30.559000000 PM,39,3,53.0799980163574
09-NOV-17 02.29.30.559000000 PM,39,7,28.2299995422363
09-NOV-17 02.29.33.554000000 PM,39,7,46.5599975585938
09-NOV-17 02.29.33.554000000 PM,39,3,54.2999992370605
09-NOV-17 02.29.42.555000000 PM,39,3,52.939998626709
09-NOV-17 02.29.42.555000000 PM,39,7,28.3699989318848
09-NOV-17 02.29.45.566000000 PM,39,7,46.5599975585938
09-NOV-17 02.29.45.566000000 PM,39,3,54.439998626709
09-NOV-17 02.38.49.573000000 PM,39,7,41.129997253418
09-NOV-17 02.38.49.573000000 PM,39,3,53.2099990844727
09-NOV-17 02.38.52.568000000 PM,39,7,46.5599975585938
09-NOV-17 02.38.52.568000000 PM,39,3,54.2999992370605
09-NOV-17 02.41.46.571000000 PM,39,3,53.2099990844727
09-NOV-17 02.41.49.567000000 PM,39,3,54.2999992370605
09-NOV-17 02.58.21.608000000 PM,39,3,53.0799980163574
09-NOV-17 02.58.21.608000000 PM,39,7,41.129997253418
09-NOV-17 02.58.24.603000000 PM,39,7,46.5599975585938
09-NOV-17 02.58.24.603000000 PM,39,3,54.2999992370605
09-NOV-17 03.00.39.201000000 PM,39,4,56.4699974060059
09-NOV-17 03.02.09.604000000 PM,39,7,41.129997253418
09-NOV-17 03.02.09.604000000 PM,39,3,53.2099990844727
09-NOV-17 03.02.12.614000000 PM,39,7,46.5599975585938
09-NOV-17 03.02.12.614000000 PM,39,3,54.2999992370605
09-NOV-17 03.04.01.207000000 PM,39,0,57.4300003051758
09-NOV-17 03.04.03.609000000 PM,39,7,28.2299995422363
09-NOV-17 03.04.03.609000000 PM,39,3,53.0799980163574
09-NOV-17 03.04.06.620000000 PM,39,7,46.5599975585938
09-NOV-17 03.04.06.620000000 PM,39,3,54.2999992370605
09-NOV-17 03.08.55.222000000 PM,39,4,33.2299995422363
09-NOV-17 03.08.55.222000000 PM,39,0,33.7199974060059
09-NOV-17 03.08.58.217000000 PM,39,4,56.6800003051758
09-NOV-17 03.08.58.217000000 PM,39,0,57.0200004577637
09-NOV-17 03.13.49.424000000 PM,39,5,16.2999992370605
09-NOV-17 03.13.49.424000000 PM,39,1,16.2999992370605
09-NOV-17 03.13.52.419000000 PM,39,5,17.5200004577637
09-NOV-17 03.13.52.419000000 PM,39,1,17.5200004577637
